Player,Season,Nation,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Arnau Tenas,2223,ESP,Spain,GK,Goalkeeper,21,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,FC Barcelona
Chadi Riad,2223,MAR,Morocco,MF,Centre-Back,19,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,1.0,1.0,100.0,7.0,5.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,500000.0,FC Barcelona
Diego Kochen,2324,USA,United States,GK,Goalkeeper,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,FC Barcelona
Eric García,2223,ESP,Spain,"DF,MF",Centre-Back,21,24,15,1417.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.2,1.8,24.0,105.0,6.0,0.06,0.0,0.06,0.06,0.06,0.1,0.02,0.11,0.1,0.11,7.0,1.0,14.3,0.44,0.06,0.14,1.0,12.9,0.0,0.22,-0.6,-0.6,1142.0,1257.0,90.9,21550.0,7275.0,429.0,460.0,93.3,578.0,612.0,94.4,122.0,158.0,77.2,0.6,-0.2,1.0,130.0,2.0,0.0,1205.0,50.0,2.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,0.63,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,16.0,5.0,3.0,9.0,45.0,11.0,13.0,19.0,43.0,36.0,1.0,1398.0,97.0,5.0,2.0,50.0,2.0,50.0,918.0,0.0,10.0,2.0,1049.0,10000000.0,FC Barcelona
Eric García,2324,ESP,Spain,DF,Centre-Back,22,2,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.0,0.0,0.0,1.58,0.0,0.0,,11.0,0.0,0.05,0.0,0.0,46.0,48.0,95.8,802.0,308.0,22.0,23.0,95.7,21.0,21.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,4.0,0.0,0.0,42.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,1.0,0.0,,0.0,,34.0,0.0,0.0,0.0,37.0,20000000.0,FC Barcelona
Fermin López,2324,ESP,Spain,"MF,FW",Attacking Midfield,20,31,14,1446.0,16.1,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,7.5,7.5,1.1,8.6,42.0,76.0,93.0,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,51.0,24.0,47.1,3.17,1.49,0.16,0.33,15.9,0.0,0.15,0.5,0.5,522.0,631.0,82.7,7613.0,1710.0,321.0,349.0,92.0,138.0,172.0,80.2,38.0,54.0,70.4,1.3,-1.1,18.0,53.0,16.0,2.0,614.0,12.0,3.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,5.0,20.0,42.0,2.61,33.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,21.0,15.0,18.0,8.0,14.0,35.0,26.0,13.0,4.0,45.0,9.0,0.0,841.0,11.0,69.0,22.0,57.9,12.0,31.6,486.0,10.0,51.0,25.0,618.0,30000000.0,FC Barcelona
Ferrán Torres,2223,ESP,Spain,"FW,MF",Centre-Forward,22,33,14,1392.0,15.5,4.0,2.0,6.0,4.0,0.0,1.0,5.0,1.0,4.9,4.1,4.1,8.2,43.0,44.0,180.0,0.26,0.13,0.39,0.26,0.39,0.32,0.26,0.58,0.27,0.53,37.0,11.0,29.7,2.39,0.71,0.11,0.36,15.6,1.0,0.11,-0.9,-0.1,437.0,576.0,75.9,6772.0,1479.0,250.0,285.0,87.7,144.0,192.0,75.0,33.0,62.0,53.2,4.2,-2.1,25.0,13.0,29.0,11.0,533.0,41.0,1.0,3.0,60.0,9.0,21.0,10.0,6.0,0.0,2.0,15.0,50.0,3.23,32.0,6.0,7.0,1.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,4.0,5.0,4.0,5.0,25.0,15.0,9.0,3.0,16.0,5.0,0.0,756.0,10.0,87.0,30.0,44.1,26.0,38.2,490.0,23.0,48.0,23.0,599.0,30000000.0,FC Barcelona
Ferrán Torres,2324,ESP,Spain,FW,Centre-Forward,23,29,12,1211.0,13.5,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.5,5.5,2.7,8.2,30.0,44.0,113.0,0.52,0.15,0.67,0.52,0.67,0.41,0.2,0.61,0.41,0.61,38.0,15.0,39.5,2.82,1.11,0.18,0.47,16.6,2.0,0.15,1.5,1.5,351.0,450.0,78.0,5339.0,1196.0,203.0,241.0,84.2,102.0,127.0,80.3,31.0,38.0,81.6,1.9,-0.7,26.0,26.0,22.0,5.0,422.0,22.0,3.0,3.0,21.0,4.0,10.0,1.0,5.0,0.0,6.0,18.0,53.0,3.94,37.0,4.0,5.0,3.0,0.0,9.0,0.67,5.0,0.0,1.0,1.0,2.0,0.0,9.0,6.0,1.0,6.0,2.0,5.0,31.3,11.0,6.0,5.0,14.0,6.0,0.0,583.0,6.0,56.0,10.0,41.7,11.0,45.8,338.0,15.0,35.0,13.0,468.0,30000000.0,FC Barcelona
Franck Kessié,2223,CIV,Cote d'Ivoire,MF,Central Midfield,25,28,7,990.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,0.7,2.5,14.0,39.0,43.0,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23,15.0,3.0,20.0,1.36,0.27,0.07,0.33,15.9,0.0,0.12,-0.8,-0.8,391.0,457.0,85.6,5955.0,1170.0,207.0,231.0,89.6,152.0,174.0,87.4,20.0,29.0,69.0,0.9,0.3,8.0,23.0,6.0,1.0,441.0,13.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,21.0,1.91,15.0,0.0,2.0,0.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,15.0,9.0,6.0,6.0,3.0,8.0,44.4,10.0,8.0,12.0,27.0,11.0,2.0,575.0,25.0,25.0,9.0,50.0,6.0,33.3,349.0,2.0,23.0,10.0,427.0,25000000.0,FC Barcelona
Frenkie de Jong,2223,NED,Netherlands,MF,Central Midfield,25,33,29,2534.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,4.3,6.7,92.0,280.0,83.0,0.07,0.14,0.21,0.07,0.21,0.09,0.15,0.24,0.09,0.24,18.0,10.0,55.6,0.64,0.36,0.11,0.2,17.8,0.0,0.13,-0.4,-0.4,2089.0,2320.0,90.0,33411.0,10589.0,1121.0,1186.0,94.5,782.0,849.0,92.1,144.0,186.0,77.4,6.3,-0.3,45.0,250.0,59.0,7.0,2246.0,63.0,19.0,17.0,37.0,15.0,8.0,2.0,2.0,0.0,11.0,24.0,110.0,3.91,94.0,5.0,6.0,1.0,2.0,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0,46.0,26.0,16.0,21.0,9.0,17.0,41.5,24.0,10.0,35.0,81.0,22.0,1.0,2526.0,45.0,47.0,35.0,58.3,20.0,33.3,1797.0,9.0,24.0,22.0,2036.0,75000000.0,FC Barcelona
Frenkie de Jong,2324,NED,Netherlands,MF,Central Midfield,26,20,20,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,2.2,2.9,69.0,168.0,38.0,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,7.0,4.0,57.1,0.39,0.22,0.29,0.5,20.4,0.0,0.1,1.3,1.3,1542.0,1674.0,92.1,23581.0,7114.0,872.0,905.0,96.4,558.0,608.0,91.8,80.0,104.0,76.9,4.9,-2.2,21.0,187.0,34.0,7.0,1619.0,51.0,12.0,7.0,25.0,6.0,1.0,1.0,0.0,0.0,4.0,14.0,60.0,3.3,55.0,2.0,0.0,2.0,0.0,9.0,0.5,9.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,14.0,23.0,6.0,8.0,42.1,11.0,10.0,14.0,57.0,28.0,1.0,1840.0,69.0,18.0,13.0,54.2,8.0,33.3,1207.0,3.0,14.0,17.0,1467.0,70000000.0,FC Barcelona
Gavi,2223,ESP,Spain,"MF,FW",Central Midfield,17,36,30,2531.0,28.1,2.0,4.0,6.0,2.0,0.0,0.0,10.0,0.0,3.2,3.2,3.7,6.9,49.0,134.0,153.0,0.07,0.14,0.21,0.07,0.21,0.11,0.13,0.24,0.11,0.24,28.0,8.0,28.6,1.0,0.28,0.07,0.25,16.6,0.0,0.11,-1.2,-1.2,1026.0,1206.0,85.1,14584.0,2930.0,652.0,711.0,91.7,289.0,340.0,85.0,55.0,79.0,69.6,3.8,0.3,38.0,98.0,40.0,4.0,1157.0,45.0,8.0,13.0,38.0,9.0,0.0,0.0,0.0,0.0,4.0,27.0,72.0,2.56,59.0,0.0,3.0,3.0,3.0,7.0,0.25,6.0,0.0,1.0,0.0,0.0,0.0,47.0,31.0,7.0,30.0,10.0,21.0,38.2,34.0,27.0,18.0,65.0,22.0,0.0,1510.0,27.0,71.0,27.0,42.9,26.0,41.3,1002.0,8.0,56.0,33.0,1134.0,90000000.0,FC Barcelona
Gavi,2324,ESP,Spain,"MF,FW",Central Midfield,18,12,10,944.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,9.0,4.0,44.4,0.86,0.38,0.11,0.25,15.2,0.0,0.11,0.1,0.1,489.0,541.0,90.4,7119.0,1400.0,297.0,315.0,94.3,146.0,165.0,88.5,28.0,35.0,80.0,1.4,-0.1,11.0,37.0,8.0,2.0,514.0,26.0,3.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,27.0,2.57,24.0,0.0,2.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,20.0,14.0,5.0,18.0,50.0,18.0,16.0,8.0,47.0,16.0,1.0,678.0,27.0,18.0,12.0,54.5,8.0,36.4,424.0,3.0,19.0,11.0,479.0,90000000.0,FC Barcelona
Héctor Bellerín,2223,ESP,Spain,DF,Right-Back,27,3,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,77.0,96.0,80.2,1146.0,419.0,48.0,52.0,92.3,21.0,25.0,84.0,5.0,8.0,62.5,0.5,-0.1,1.0,10.0,4.0,0.0,82.0,13.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,66.7,1.0,2.0,3.0,5.0,2.0,0.0,107.0,1.0,5.0,3.0,75.0,1.0,25.0,54.0,1.0,1.0,0.0,66.0,8000000.0,FC Barcelona
Héctor Fort,2324,ESP,Spain,DF,Right-Back,16,7,4,318.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.0,7.0,38.0,0.0,0.57,0.57,0.0,0.57,0.0,0.23,0.23,0.0,0.23,1.0,0.0,0.0,0.28,0.0,0.0,,27.2,0.0,0.01,0.0,0.0,200.0,230.0,87.0,3004.0,748.0,121.0,129.0,93.8,65.0,76.0,85.5,11.0,19.0,57.9,0.5,1.2,3.0,10.0,3.0,1.0,203.0,27.0,0.0,2.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.41,5.0,0.0,0.0,0.0,0.0,3.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,4.0,40.0,6.0,0.0,2.0,8.0,4.0,0.0,250.0,10.0,3.0,3.0,42.9,4.0,57.1,144.0,0.0,1.0,2.0,174.0,10000000.0,FC Barcelona
