Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Jon Martin,es ESP,DF,18.0,13,6,904.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,34.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.02,0.08,0.06,0.08
Umar Sadiq,ng NGA,FW,27.0,7,2,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,5.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15
Unai Marrero,es ESP,GK,22.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkaitz Mariezkurrena,es ESP,"FW,MF",19.0,9,1,241.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,3.0,4.0,12.0,0.75,0.0,0.75,0.75,0.75,0.36,0.06,0.41,0.36,0.41
Arsen Zakharyan,ru RUS,"MF,FW",21.0,3,1,73.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.0,3.0,4.0,1.23,0.0,1.23,1.23,1.23,0.24,0.12,0.36,0.24,0.36
Urko González,es ESP,MF,23.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Odriozola,es ESP,DF,28.0,2,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Díaz,es ESP,MF,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luken Beitia,es ESP,DF,20.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,es ESP,MF,23.0,2,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egoitz Arana,es ESP,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Balda,es ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aitor Fraga,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikel Goti,es ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Marchal,es ESP,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iñaki Rupérez,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,25.2,38,418,3420.0,38.0,34.0,22.0,56.0,30.0,4.0,4.0,85.0,4.0,42.5,39.3,30.9,70.3,645.0,1341.0,1325.0,0.89,0.58,1.47,0.79,1.37,1.12,0.81,1.93,1.03,1.85
Opponent Total,,,26.8,38,418,3420.0,38.0,46.0,32.0,78.0,41.0,5.0,7.0,82.0,0.0,43.9,38.3,29.0,67.3,538.0,1141.0,1128.0,1.21,0.84,2.05,1.08,1.92,1.16,0.76,1.92,1.01,1.77
