Player,Season,Nation,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Ilias Kostis,2223,gr GRE,,DF,,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilias Kostis,2324,gr GRE,Greece,DF,Centre-Back,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,Atlético Madrid
Ivo Grbić,2223,hr CRO,,GK,,26,12,10,922.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,219.0,330.0,66.4,6085.0,4302.0,57.0,58.0,98.3,81.0,81.0,100.0,80.0,189.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,207.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,1.0,361.0,330.0,0.0,0.0,,0.0,,181.0,0.0,0.0,0.0,123.0,,
Ivo Grbić,2324,hr CRO,Croatia,GK,Goalkeeper,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000.0,Atlético Madrid
Jan Oblak,2223,si SVN,,GK,,29,28,28,2492.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,538.0,817.0,65.9,15674.0,11619.0,99.0,99.0,100.0,239.0,243.0,98.4,197.0,469.0,42.0,0.0,0.0,0.0,5.0,0.0,0.0,522.0,292.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,8.0,0.0,861.0,783.0,0.0,1.0,100.0,0.0,0.0,416.0,1.0,0.0,0.0,345.0,,
Jan Oblak,2324,si SVN,Slovenia,GK,Goalkeeper,30,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,773.0,1025.0,75.4,20459.0,15035.0,136.0,136.0,100.0,414.0,419.0,98.8,218.0,463.0,47.1,0.0,0.0,0.0,7.0,0.0,0.0,675.0,348.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,1094.0,1014.0,0.0,1.0,100.0,0.0,0.0,557.0,0.0,1.0,1.0,425.0,28000000.0,Atlético Madrid
Javi Galán,2324,es ESP,Spain,DF,Left-Back,28,5,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,45.0,60.0,75.0,666.0,154.0,24.0,28.0,85.7,19.0,24.0,79.2,1.0,5.0,20.0,0.1,-0.1,2.0,0.0,2.0,1.0,49.0,11.0,0.0,0.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,4.04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,4.0,80.0,1.0,1.0,1.0,6.0,3.0,0.0,78.0,0.0,3.0,2.0,50.0,0.0,0.0,52.0,0.0,5.0,3.0,48.0,7000000.0,Atlético Madrid
José María Giménez,2223,uy URU,,DF,,27,28,26,2423.0,26.9,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,0.6,2.6,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1,22.0,8.0,36.4,0.82,0.3,0.09,0.25,14.1,0.0,0.09,0.0,0.0,1183.0,1333.0,88.7,24083.0,9951.0,373.0,405.0,92.1,624.0,665.0,93.8,171.0,236.0,72.5,0.2,0.4,7.0,70.0,0.0,0.0,1270.0,62.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0,0.82,18.0,0.0,0.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,43.0,25.0,28.0,14.0,1.0,24.0,68.6,11.0,20.0,24.0,67.0,138.0,1.0,1623.0,277.0,30.0,6.0,60.0,4.0,40.0,861.0,0.0,9.0,1.0,1041.0,,
José María Giménez,2324,uy URU,Uruguay,DF,Centre-Back,28,22,14,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,7.0,1.0,14.3,0.48,0.07,0.0,0.0,12.4,0.0,0.06,-0.4,-0.4,562.0,653.0,86.1,11718.0,4822.0,169.0,188.0,89.9,308.0,333.0,92.5,80.0,116.0,69.0,0.1,-0.1,2.0,27.0,0.0,0.0,626.0,25.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.34,4.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,10.0,7.0,1.0,5.0,31.3,11.0,4.0,10.0,28.0,95.0,0.0,826.0,157.0,8.0,2.0,66.7,1.0,33.3,419.0,0.0,2.0,0.0,511.0,22000000.0,Atlético Madrid
João Félix,2223,pt POR,,"FW,MF",,22,14,7,650.0,7.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,1.4,4.0,17.0,27.0,42.0,0.55,0.42,0.97,0.55,0.97,0.36,0.2,0.56,0.36,0.56,26.0,12.0,46.2,3.6,1.66,0.15,0.33,18.9,1.0,0.1,1.4,1.4,171.0,228.0,75.0,2307.0,680.0,98.0,113.0,86.7,42.0,60.0,70.0,11.0,29.0,37.9,1.0,1.6,10.0,14.0,10.0,1.0,209.0,18.0,7.0,2.0,8.0,3.0,4.0,3.0,0.0,0.0,1.0,5.0,29.0,4.02,22.0,0.0,3.0,0.0,1.0,5.0,0.69,4.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,3.0,5.0,1.0,16.7,5.0,1.0,3.0,13.0,2.0,0.0,322.0,3.0,21.0,6.0,25.0,14.0,58.3,211.0,2.0,20.0,12.0,260.0,,
João Félix,2324,pt POR,Portugal,"FW,MF",Second Striker,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,Atlético Madrid
Koke,2223,es ESP,,MF,,30,33,30,2545.0,28.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.7,2.4,15.0,175.0,37.0,0.0,0.11,0.11,0.0,0.11,0.03,0.06,0.09,0.03,0.09,16.0,1.0,6.3,0.57,0.04,0.0,0.0,22.9,0.0,0.05,-0.7,-0.7,1784.0,2038.0,87.5,27145.0,8772.0,990.0,1055.0,93.8,578.0,649.0,89.1,127.0,187.0,67.9,1.7,1.3,28.0,179.0,19.0,3.0,1964.0,59.0,8.0,17.0,24.0,4.0,0.0,0.0,0.0,0.0,15.0,30.0,70.0,2.48,67.0,0.0,0.0,1.0,0.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,23.0,25.0,7.0,28.0,38.9,44.0,22.0,20.0,75.0,19.0,0.0,2244.0,70.0,21.0,13.0,59.1,8.0,36.4,1246.0,0.0,21.0,18.0,1736.0,,
