Player,Season,Nation,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Ilias Kostis,2324,GRE,Greece,DF,Centre-Back,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,Atlético Madrid
Ivo Grbić,2324,CRO,Croatia,GK,Goalkeeper,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000.0,Atlético Madrid
Jan Oblak,2324,SVN,Slovenia,GK,Goalkeeper,30,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,773.0,1025.0,75.4,20459.0,15035.0,136.0,136.0,100.0,414.0,419.0,98.8,218.0,463.0,47.1,0.0,0.0,0.0,7.0,0.0,0.0,675.0,348.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,1094.0,1014.0,0.0,1.0,100.0,0.0,0.0,557.0,0.0,1.0,1.0,425.0,28000000.0,Atlético Madrid
Javi Galán,2324,ESP,Spain,DF,Left-Back,28,5,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,45.0,60.0,75.0,666.0,154.0,24.0,28.0,85.7,19.0,24.0,79.2,1.0,5.0,20.0,0.1,-0.1,2.0,0.0,2.0,1.0,49.0,11.0,0.0,0.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,4.04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,4.0,80.0,1.0,1.0,1.0,6.0,3.0,0.0,78.0,0.0,3.0,2.0,50.0,0.0,0.0,52.0,0.0,5.0,3.0,48.0,7000000.0,Atlético Madrid
José María Giménez,2324,URU,Uruguay,DF,Centre-Back,28,22,14,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,7.0,1.0,14.3,0.48,0.07,0.0,0.0,12.4,0.0,0.06,-0.4,-0.4,562.0,653.0,86.1,11718.0,4822.0,169.0,188.0,89.9,308.0,333.0,92.5,80.0,116.0,69.0,0.1,-0.1,2.0,27.0,0.0,0.0,626.0,25.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.34,4.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,10.0,7.0,1.0,5.0,31.3,11.0,4.0,10.0,28.0,95.0,0.0,826.0,157.0,8.0,2.0,66.7,1.0,33.3,419.0,0.0,2.0,0.0,511.0,22000000.0,Atlético Madrid
João Félix,2324,POR,Portugal,"FW,MF",Second Striker,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,Atlético Madrid
Koke,2324,ESP,Spain,MF,Central Midfield,31,35,32,2493.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,10.0,2.0,20.0,0.36,0.07,0.0,0.0,21.9,0.0,0.04,-0.4,-0.4,2037.0,2263.0,90.0,33074.0,10659.0,1066.0,1117.0,95.4,724.0,790.0,91.6,174.0,242.0,71.9,3.0,0.4,26.0,196.0,33.0,1.0,2183.0,67.0,14.0,31.0,11.0,2.0,1.0,0.0,1.0,0.0,13.0,19.0,57.0,2.06,52.0,3.0,0.0,0.0,1.0,11.0,0.4,11.0,0.0,0.0,0.0,0.0,0.0,66.0,44.0,27.0,32.0,7.0,36.0,45.6,43.0,25.0,16.0,82.0,34.0,1.0,2482.0,82.0,12.0,5.0,45.5,6.0,54.5,1474.0,1.0,21.0,20.0,1899.0,12000000.0,Atlético Madrid
Marco Moreno,2324,ESP,Spain,DF,Centre-Back,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,Atlético Madrid
Marcos Llorente,2324,ESP,Spain,"MF,DF",Right Midfield,28,37,29,2565.0,28.5,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,30.0,19.0,63.3,1.05,0.67,0.2,0.32,15.4,0.0,0.14,1.9,1.9,974.0,1219.0,79.9,13597.0,3643.0,592.0,654.0,90.5,299.0,371.0,80.6,37.0,73.0,50.7,4.5,-1.6,26.0,60.0,36.0,11.0,1135.0,80.0,1.0,3.0,70.0,79.0,0.0,0.0,0.0,0.0,4.0,46.0,48.0,1.68,40.0,0.0,3.0,3.0,0.0,8.0,0.28,7.0,0.0,0.0,1.0,0.0,0.0,40.0,23.0,18.0,17.0,5.0,16.0,36.4,28.0,25.0,14.0,54.0,35.0,0.0,1465.0,44.0,82.0,11.0,40.7,11.0,40.7,839.0,20.0,28.0,18.0,1033.0,30000000.0,Atlético Madrid
Mario Hermoso,2324,ESP,Spain,DF,Centre-Back,28,31,29,2557.0,28.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,0.8,2.2,39.0,177.0,61.0,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,17.0,4.0,23.5,0.6,0.14,0.0,0.0,15.0,0.0,0.08,-1.4,-1.4,1676.0,1947.0,86.1,29197.0,10370.0,828.0,879.0,94.2,659.0,737.0,89.4,156.0,260.0,60.0,1.1,0.2,17.0,162.0,18.0,6.0,1747.0,194.0,2.0,47.0,38.0,123.0,0.0,0.0,0.0,0.0,6.0,25.0,45.0,1.58,37.0,4.0,1.0,1.0,0.0,6.0,0.21,3.0,1.0,0.0,1.0,1.0,0.0,46.0,25.0,29.0,13.0,4.0,28.0,54.9,23.0,18.0,30.0,76.0,93.0,0.0,2196.0,152.0,24.0,11.0,55.0,6.0,30.0,1248.0,1.0,21.0,11.0,1484.0,25000000.0,Atlético Madrid
Nahuel Molina,2324,ARG,Argentina,DF,Right-Back,25,30,19,1852.0,20.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,2.9,4.2,47.0,68.0,170.0,0.1,0.15,0.24,0.1,0.24,0.06,0.14,0.2,0.06,0.2,12.0,4.0,33.3,0.58,0.19,0.17,0.5,17.4,1.0,0.11,0.7,0.7,957.0,1304.0,73.4,14695.0,5346.0,571.0,641.0,89.1,292.0,415.0,70.4,66.0,159.0,41.5,2.2,0.1,19.0,48.0,30.0,12.0,1074.0,219.0,1.0,11.0,87.0,188.0,15.0,6.0,9.0,0.0,11.0,37.0,53.0,2.58,42.0,7.0,1.0,2.0,1.0,5.0,0.24,5.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,16.0,18.0,4.0,26.0,48.1,28.0,16.0,9.0,47.0,36.0,1.0,1482.0,46.0,44.0,16.0,55.2,13.0,44.8,817.0,8.0,35.0,13.0,953.0,28000000.0,Atlético Madrid
Pablo Barrios,2324,ESP,Spain,MF,Central Midfield,20,24,17,1555.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,17.0,7.0,41.2,0.98,0.41,0.0,0.0,21.8,0.0,0.05,-0.9,-0.9,728.0,873.0,83.4,11531.0,3536.0,381.0,431.0,88.4,286.0,327.0,87.5,46.0,71.0,64.8,1.0,-0.9,16.0,75.0,16.0,0.0,847.0,16.0,3.0,3.0,16.0,4.0,1.0,0.0,0.0,0.0,10.0,10.0,43.0,2.49,35.0,1.0,2.0,0.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,15.0,29.0,1.0,19.0,47.5,21.0,17.0,28.0,73.0,24.0,2.0,1085.0,39.0,15.0,35.0,74.5,9.0,19.1,660.0,3.0,40.0,23.0,776.0,25000000.0,Atlético Madrid
Reinildo Mandava,2324,MOZ,Mozambique,DF,Left-Back,29,16,7,731.0,8.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,10.0,36.0,17.0,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18,5.0,3.0,60.0,0.62,0.37,0.4,0.67,10.4,0.0,0.17,1.1,1.1,353.0,414.0,85.3,5330.0,2062.0,190.0,210.0,90.5,140.0,157.0,89.2,15.0,29.0,51.7,0.5,0.4,5.0,21.0,3.0,1.0,360.0,53.0,0.0,2.0,6.0,46.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,1.48,8.0,1.0,3.0,0.0,0.0,2.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,30.0,22.0,16.0,11.0,3.0,19.0,86.4,3.0,8.0,15.0,45.0,21.0,0.0,512.0,35.0,9.0,8.0,47.1,7.0,41.2,229.0,1.0,12.0,1.0,269.0,9000000.0,Atlético Madrid
Rodrigo De Paul,2324,ARG,Argentina,MF,Central Midfield,29,34,25,2075.0,23.1,3.0,5.0,8.0,3.0,0.0,0.0,7.0,0.0,1.8,1.8,5.0,6.8,73.0,202.0,55.0,0.13,0.22,0.35,0.13,0.35,0.08,0.22,0.3,0.08,0.3,30.0,12.0,40.0,1.3,0.52,0.1,0.25,19.8,1.0,0.06,1.2,1.2,1291.0,1553.0,83.1,21996.0,6879.0,635.0,688.0,92.3,463.0,548.0,84.5,148.0,218.0,67.9,6.2,0.0,39.0,146.0,63.0,7.0,1461.0,75.0,23.0,16.0,46.0,12.0,12.0,3.0,4.0,0.0,17.0,23.0,82.0,3.55,71.0,3.0,2.0,3.0,0.0,12.0,0.52,10.0,0.0,0.0,2.0,0.0,0.0,31.0,21.0,11.0,14.0,6.0,15.0,39.5,23.0,27.0,11.0,42.0,15.0,2.0,1768.0,27.0,40.0,28.0,50.9,20.0,36.4,1188.0,11.0,33.0,13.0,1395.0,30000000.0,Atlético Madrid
Rodrigo Riquelme,2324,ESP,Spain,"DF,MF",Left Winger,23,34,17,1528.0,17.0,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,3.1,5.9,87.0,53.0,166.0,0.18,0.29,0.47,0.18,0.47,0.16,0.18,0.35,0.16,0.35,37.0,16.0,43.2,2.18,0.94,0.08,0.19,18.0,0.0,0.07,0.3,0.3,501.0,673.0,74.4,6902.0,2141.0,317.0,367.0,86.4,134.0,179.0,74.9,26.0,59.0,44.1,3.7,1.9,28.0,25.0,30.0,8.0,612.0,59.0,1.0,4.0,65.0,30.0,14.0,7.0,4.0,0.0,2.0,27.0,61.0,3.6,47.0,6.0,5.0,1.0,0.0,11.0,0.65,6.0,2.0,2.0,0.0,1.0,0.0,30.0,19.0,18.0,4.0,8.0,18.0,39.1,28.0,19.0,9.0,39.0,20.0,0.0,918.0,20.0,85.0,24.0,37.5,38.0,59.4,586.0,28.0,47.0,16.0,619.0,25000000.0,Atlético Madrid
Salim El Jebari,2324,MAR,Morocco,MF,Left Winger,19,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,3.0,4.0,75.0,30.0,3.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,,0.0,,5.0,0.0,1.0,1.0,6.0,1000000.0,Atlético Madrid
Samuel Lino,2324,BRA,Brazil,"DF,MF",Left Winger,23,34,25,2080.0,23.1,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,5.6,5.6,4.7,10.3,131.0,84.0,215.0,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,54.0,21.0,38.9,2.34,0.91,0.07,0.19,16.6,0.0,0.1,-1.6,-1.6,816.0,1015.0,80.4,11390.0,2608.0,516.0,582.0,88.7,230.0,279.0,82.4,39.0,66.0,59.1,3.5,0.3,34.0,36.0,38.0,3.0,961.0,48.0,5.0,8.0,41.0,42.0,2.0,0.0,0.0,0.0,6.0,35.0,77.0,3.33,54.0,1.0,7.0,9.0,2.0,12.0,0.52,9.0,0.0,1.0,1.0,1.0,0.0,61.0,34.0,32.0,17.0,12.0,35.0,50.0,35.0,36.0,14.0,75.0,27.0,0.0,1317.0,43.0,107.0,40.0,53.3,28.0,37.3,872.0,44.0,42.0,35.0,958.0,30000000.0,Atlético Madrid
Saúl Ñíguez,2324,ESP,Spain,MF,Central Midfield,28,34,14,1374.0,15.3,1.0,4.0,5.0,1.0,0.0,0.0,10.0,1.0,1.5,1.5,3.2,4.6,21.0,34.0,43.0,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3,16.0,4.0,25.0,1.05,0.26,0.06,0.25,14.5,0.0,0.09,-0.5,-0.5,549.0,682.0,80.5,7691.0,1721.0,338.0,383.0,88.3,164.0,199.0,82.4,24.0,48.0,50.0,2.1,0.8,14.0,44.0,9.0,5.0,662.0,16.0,2.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,10.0,31.0,2.03,28.0,0.0,2.0,0.0,0.0,6.0,0.39,6.0,0.0,0.0,0.0,0.0,0.0,64.0,39.0,29.0,29.0,6.0,30.0,61.2,19.0,27.0,14.0,78.0,56.0,0.0,940.0,67.0,36.0,8.0,53.3,5.0,33.3,429.0,1.0,27.0,14.0,596.0,7500000.0,Atlético Madrid
Sergio Mestre,2324,ESP,Spain,GK,Goalkeeper,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,Atlético Madrid
Stefan Savić,2324,MNE,Montenegro,DF,Centre-Back,32,23,19,1630.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.1,0.5,14.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,5.0,1.0,20.0,0.28,0.06,0.0,0.0,11.9,0.0,0.07,-0.3,-0.3,820.0,989.0,82.9,14666.0,5999.0,335.0,364.0,92.0,402.0,443.0,90.7,68.0,141.0,48.2,0.6,-0.1,1.0,59.0,7.0,2.0,941.0,40.0,3.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,8.0,7.0,12.0,0.66,10.0,0.0,0.0,0.0,1.0,3.0,0.17,2.0,0.0,0.0,1.0,0.0,0.0,27.0,19.0,16.0,7.0,4.0,15.0,50.0,15.0,14.0,27.0,54.0,61.0,1.0,1162.0,140.0,10.0,8.0,100.0,0.0,0.0,675.0,0.0,5.0,0.0,760.0,2500000.0,Atlético Madrid
Thomas Lemar,2324,FRA,France,MF,Attacking Midfield,27,3,3,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,2.0,0.0,0.0,1.1,0.0,0.0,,23.0,0.0,0.08,-0.2,-0.2,71.0,84.0,84.5,1019.0,285.0,41.0,46.0,89.1,25.0,29.0,86.2,2.0,6.0,33.3,0.1,0.0,1.0,10.0,1.0,0.0,81.0,3.0,1.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.66,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,50.0,1.0,0.0,0.0,3.0,0.0,0.0,99.0,0.0,4.0,1.0,50.0,1.0,50.0,78.0,0.0,3.0,2.0,83.0,10000000.0,Atlético Madrid
