Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Guido Rodríguez,ar ARG,MF,28.0,31.9,115,75,59,50,6,54,101,53.5,47,58,14,44,42,157,76,1,Matches
William Carvalho,pt POR,MF,30.0,27.1,43,27,18,23,2,17,44,38.6,27,27,6,21,16,59,22,0,Matches
Germán Pezzella,ar ARG,DF,31.0,27.9,41,28,32,9,0,26,38,68.4,12,32,15,17,50,91,129,1,Matches
Borja Iglesias,es ESP,FW,29.0,26.3,8,4,3,3,2,2,13,15.4,11,9,1,8,1,9,17,0,Matches
Sergio Canales,es ESP,"FW,MF",31.0,26.7,25,14,10,8,7,14,33,42.4,19,18,0,18,14,39,8,0,Matches
Rui Silva,pt POR,GK,28.0,26.0,4,1,4,0,0,4,4,100.0,0,0,0,0,0,4,12,1,Matches
Luiz Felipe,it ITA,DF,25.0,19.6,34,23,23,11,0,18,34,52.9,16,43,24,19,28,62,106,0,Matches
Luiz Henrique,br BRA,FW,21.0,20.1,48,34,27,15,6,20,44,45.5,24,22,0,22,14,62,17,0,Matches
Youssouf Sabaly,sn SEN,DF,29.0,18.7,45,23,29,14,2,22,33,66.7,11,35,8,27,19,64,52,1,Matches
Rodri,es ESP,"FW,MF",22.0,17.8,16,11,5,9,2,8,17,47.1,9,10,0,10,13,29,2,0,Matches
Édgar González,es ESP,DF,25.0,19.7,28,19,18,7,3,14,27,51.9,13,12,9,3,21,49,120,0,Matches
Ayoze Pérez,es ESP,"FW,MF",29.0,15.4,31,15,9,16,6,10,40,25.0,30,22,0,22,13,44,5,0,Matches
Juan Miranda,es ESP,DF,22.0,16.4,23,16,16,6,1,14,29,48.3,15,20,7,13,20,43,63,0,Matches
Andrés Guardado,mx MEX,MF,35.0,15.3,41,25,17,20,4,18,43,41.9,25,14,5,9,23,64,29,0,Matches
Aitor Ruibal,es ESP,"DF,FW",26.0,16.2,47,29,35,9,3,31,58,53.4,27,17,2,15,24,71,41,0,Matches
Álex Moreno,es ESP,DF,29.0,15.0,29,22,19,10,0,18,36,50.0,18,17,4,13,17,46,39,0,Matches
Claudio Bravo,cl CHI,GK,39.0,12.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1,Matches
Nabil Fekir,fr FRA,MF,29.0,10.7,11,5,3,3,5,2,9,22.2,7,6,2,4,1,12,0,0,Matches
Juanmi,es ESP,FW,29.0,10.3,14,10,4,7,3,7,31,22.6,24,10,0,10,4,18,4,0,Matches
Abner,br BRA,DF,22.0,6.7,12,9,9,2,1,7,16,43.8,9,8,2,6,8,20,24,0,Matches
Willian José,br BRA,FW,30.0,8.1,9,6,6,3,0,4,9,44.4,5,4,0,4,1,10,15,0,Matches
Martín Montoya,es ESP,DF,31.0,5.0,13,8,9,4,0,10,12,83.3,2,6,1,5,9,22,14,1,Matches
Víctor Ruiz,es ESP,DF,33.0,6.2,5,3,3,2,0,3,3,100.0,0,10,7,3,6,11,34,0,Matches
Paul Akouokou,ci CIV,"MF,DF",24.0,5.0,16,9,13,3,0,13,20,65.0,7,2,2,0,12,28,17,1,Matches
Joaquín,es ESP,"MF,FW",41.0,5.5,3,3,2,1,0,1,3,33.3,2,7,2,5,4,7,5,0,Matches
Juan Cruz,es ESP,FW,22.0,2.0,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,Matches
Felix Garreta,es ESP,DF,18.0,1.0,1,0,0,1,0,0,0,,0,1,1,0,1,2,4,0,Matches
Roberto González,es ESP,"FW,MF",21.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Loren Morón,es ESP,FW,28.0,0.2,2,2,0,1,1,0,0,,0,0,0,0,0,2,1,0,Matches
Fran Delgado,es ESP,DF,21.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.6,38.0,665,421,373,238,54,338,701,48.2,363,411,112,299,364,1029,857,7,
Opponent Total,,,27.3,38.0,664,417,303,268,93,311,676,46.0,365,437,95,342,324,988,584,9,
